time,x,y,z,norm
1558342584228,0.16540704667568207,-0.2050277590751648,-0.28805044293403625,0.39034463075063497
1558342584249,0.1592983901500702,-0.2001408338546753,-0.2959916889667511,0.39120763082772125
1558342584250,0.15074627101421356,-0.19097785651683807,-0.3045438230037689,0.3897998461187583
1558342584250,0.14463761448860168,-0.18792352080345154,-0.310041606426239,0.3903345832891079
1558342584250,0.13303117454051971,-0.17204102873802185,-0.3173719644546509,0.3847341585961289
1558342584250,0.12142473459243774,-0.16043460369110107,-0.3253132402896881,0.38250742808492094
1558342584250,0.11165089160203934,-0.1494390219449997,-0.3271458148956299,0.376593052351121
1558342584250,0.09699013084173203,-0.13599997758865356,-0.33447620272636414,0.3738681713853941
1558342584250,0.08049676567316055,-0.12072835862636566,-0.34425005316734314,0.3735815372394287
1558342584250,0.07255551964044571,-0.11461969465017319,-0.34913694858551025,0.37456452941995894
1558342584250,0.059116486459970474,-0.10423499345779419,-0.3528021574020386,0.3725977121508545
1558342584250,0.05239696428179741,-0.09751547127962112,-0.3576890826225281,0.3744278152490547
1558342584252,0.038957931101322174,-0.08774162828922272,-0.36318689584732056,0.37566079785592743
1558342584254,0.024297164753079414,-0.07674605399370193,-0.36990639567375183,0.37856446026930307
1558342584256,0.021242840215563774,-0.07063740491867065,-0.3717389702796936,0.3789864948235954
1558342584258,0.00719293812289834,-0.06025269255042076,-0.3754041790962219,0.3802767715773916
1558342584260,-0.0038026361726224422,-0.047424521297216415,-0.3760150372982025,0.379012999165596
1558342584282,-0.013576479628682137,-0.03948327526450157,-0.3760150372982025,0.37832599447974635
1558342584282,-0.01846340112388134,-0.032152894884347916,-0.37845849990844727,0.38027035380562796
1558342584282,-0.028237245976924896,-0.021768182516098022,-0.3766259253025055,0.3783097718013427
1558342584282,-0.03006984107196331,-0.020546451210975647,-0.3754041790962219,0.3771666073267441
1558342584282,-0.03373503312468529,-0.01627039536833763,-0.37357160449028015,0.3754444325153963
1558342584282,-0.037400223314762115,-0.013216068968176842,-0.36990639567375183,0.37202712635413016
1558342584282,-0.037400223314762115,-0.011383472941815853,-0.3674629330635071,0.36953669281391616
1558342584283,-0.03556763008236885,-0.010772609151899815,-0.36440861225128174,0.36629870611363186
1558342584283,-0.03495676442980766,-0.009550878778100014,-0.361965149641037,0.36377460634229725
1558342584283,-0.031291574239730835,-0.010161743499338627,-0.35891082882881165,0.36041560274207257
1558342584283,-0.02151772938668728,-0.010161743499338627,-0.34974783658981323,0.3505564475347155
1558342584284,-0.016630806028842926,-0.008329147472977638,-0.3466935157775879,0.3471920971004671
1558342584286,-0.014187345281243324,-0.005274821072816849,-0.33997398614883423,0.34031076351095213
1558342584288,-0.005635232198983431,-0.004053091164678335,-0.3356979489326477,0.335769707251134
1558342584291,0.0010842859046533704,-0.0016096298350021243,-0.3302001655101776,0.3302058689470517
1558342584292,0.01085812970995903,0.0026664268225431442,-0.3277566730976105,0.32794732133806515
1558342584295,0.023686300963163376,0.005720753222703934,-0.3173719644546509,0.31830603464677953
1558342584318,0.029184088110923767,0.0032772920094430447,-0.31859371066093445,0.31994437659456454
1558342584318,0.038957931101322174,-0.000387899432098493,-0.3155393898487091,0.31793549252601605
1558342584318,0.056062158197164536,-0.003442225744947791,-0.30026775598526,0.30547592341169333
1558342584318,0.06339254230260849,-0.009550878778100014,-0.29843515157699585,0.30524313817317245
1558342584318,0.0780533030629158,-0.01504866499453783,-0.2849961221218109,0.2958742470402238
1558342584318,0.09576839953660965,-0.022989913821220398,-0.27888748049736023,0.2957673904700725
1558342584318,0.10737483948469162,-0.026044238358736038,-0.27277880907058716,0.2943058565234776
1558342584318,0.12142473459243774,-0.029098566621541977,-0.2660593092441559,0.29390176723822137
1558342584318,0.14524848759174347,-0.03398548811674118,-0.25323113799095154,0.29390159203109867
1558342584318,0.1538005918264389,-0.035207219421863556,-0.2495659440755844,0.29525807489028955
1558342584318,0.1739591509103775,-0.04498106241226196,-0.24284641444683075,0.30209181248566996
1558342584318,0.1941177099943161,-0.05536577105522156,-0.23612691462039948,0.3106492777170519
1558342584320,0.1996154934167862,-0.06025269255042076,-0.2300182431936264,0.3104595374174947
1558342584322,0.21366539597511292,-0.07430259883403778,-0.22329874336719513,0.3178617725050658
1558342584324,0.23321306705474854,-0.08590903133153915,-0.2153574824333191,0.3288579352082345
1558342584327,0.2393217384815216,-0.09323941916227341,-0.21413575112819672,0.3343988691768753
1558342584328,0.25276076793670654,-0.10240239650011063,-0.20558364689350128,0.341524365875923
1558342584349,0.2643672227859497,-0.10973277688026428,-0.1994749903678894,0.34888620291963307
1558342584350,0.26681065559387207,-0.10973277688026428,-0.1994749903678894,0.35074132924785933
1558342584350,0.2759736180305481,-0.11034364253282547,-0.19214460253715515,0.35391624091081797
1558342584350,0.2759736180305481,-0.11156537383794785,-0.19153374433517456,0.3539681422211947
1558342584350,0.2814714312553406,-0.1091219112277031,-0.18786855041980743,0.3555676452656461
1558342584350,0.28330400586128235,-0.10545671731233597,-0.18542508780956268,0.354633250207207
1558342584350,0.280249685049057,-0.1036241203546524,-0.18603594601154327,0.35197616041115765
1558342584350,0.2759736180305481,-0.10118066519498825,-0.18114903569221497,0.3452737145952332
1558342584350,0.2741410434246063,-0.10056979954242706,-0.18175990879535675,0.3439538642248874
1558342584350,0.2692541182041168,-0.10179152339696884,-0.18114903569221497,0.34010919943096446
1558342584351,0.26192373037338257,-0.10728931427001953,-0.18298162519931793,0.33704200428110304
1558342584352,0.2552042305469513,-0.11339797079563141,-0.18114903569221497,0.33287125469443546
1558342584355,0.24970643222332,-0.11706316471099854,-0.18175990879535675,0.33029343207389134
1558342584357,0.24176520109176636,-0.12439354509115219,-0.18298162519931793,0.32772922005806926
1558342584358,0.2295478880405426,-0.1341673880815506,-0.18298162519931793,0.3227621354636918
1558342584360,0.22649356722831726,-0.1396651715040207,-0.1842033565044403,0.32363030246649915
1558342584385,0.21733057498931885,-0.14638468623161316,-0.1848142296075821,0.32065145353445673
