time,x,y,z,norm
1560155208263,-0.100341796875,-0.3518829345703125,-0.8251190185546875,0.9026136884750692
1560155208263,-0.059326171875,-0.3390960693359375,-0.80914306640625,0.8793282895606931
1560155208314,-0.0167083740234375,-0.3177947998046875,-0.794219970703125,0.8556039191174157
1560155208315,0.027496337890625,-0.289031982421875,-0.7808990478515625,0.8331259559007818
1560155208315,0.0727691650390625,-0.2565460205078125,-0.7718505859375,0.8166177435195364
1560155208315,0.1148529052734375,-0.222991943359375,-0.7659912109375,0.8060143496777445
1560155208315,0.1505279541015625,-0.19049072265625,-0.764923095703125,0.8025289544459779
1560155208315,0.177703857421875,-0.164398193359375,-0.7665252685546875,0.8038447699993304
1560155208315,0.196868896484375,-0.1425628662109375,-0.76812744140625,0.8056682316354327
1560155208315,0.2064666748046875,-0.1228485107421875,-0.7675933837890625,0.8043132767978041
1560155208315,0.207000732421875,-0.104217529296875,-0.7628021240234375,0.797231256945314
1560155208315,0.2006072998046875,-0.0855712890625,-0.7537384033203125,0.7846574506665949
1560155208315,0.1878204345703125,-0.0685272216796875,-0.73883056640625,0.7654038813655822
1560155208315,0.1702423095703125,-0.0536041259765625,-0.7196502685546875,0.7414528679021878
1560155208315,0.1505279541015625,-0.039764404296875,-0.698883056640625,0.7160149437507785
1560155208360,0.1292266845703125,-0.0285797119140625,-0.6786346435546875,0.6914197823108069
1560155208361,0.107391357421875,-0.01898193359375,-0.658935546875,0.6678991483654743
1560155208361,0.0866241455078125,-0.0099334716796875,-0.6397552490234375,0.6456695711411606
1560155208361,0.066375732421875,-0.0014190673828125,-0.62164306640625,0.6251782574736126
1560155208361,0.045074462890625,0.0055084228515625,-0.6040802001953125,0.6057845641770668
1560155208361,0.021636962890625,0.010833740234375,-0.588623046875,0.5891202079397758
1560155208361,-0.003936767578125,0.0145721435546875,-0.57318115234375,0.5733798731284974
1560155208361,-0.0316314697265625,0.015106201171875,-0.5582733154296875,0.559372721815931
1560155208361,-0.0614471435546875,0.0102996826171875,-0.5401611328125,0.5437424797772641
1560155208361,-0.0928802490234375,0.0028533935546875,-0.517791748046875,0.5260638524541219
1560155208361,-0.1248321533203125,-0.0072784423828125,-0.488494873046875,0.5042452609784136
1560155208418,-0.1551971435546875,-0.0157928466796875,-0.453338623046875,0.47942827880697547
